Node_name	k	Bias	EF	UF	CF	EUF	ECF	UCF	EUCF	NCF	RoF	PMID	BF_as_integer	Chain	Chain_1	Chain_U
IKK	3	5	True	True	True	True	True	True	True	True	True	26446703	31	False	False	False
RAS	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
GP130	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
BAX	4	3	True	True	True	True	True	True	True	True	True	26446703	4864	False	False	False
TBID	2	1	True	True	True	True	True	True	True	True	True	26446703	4	True	True	True
PP2A	2	1	True	True	True	True	True	True	True	True	True	26446703	4	True	True	True
P53	4	7	True	True	True	True	True	True	True	True	True	26446703	19660	False	True	True
SMAD7	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
NFKB	1	1	True	True	True	True	True	True	True	True	True	26446703	2	True	True	True
SPHK1	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
TNFR	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
ERK	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
CCL2	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
JAK	2	1	True	True	True	True	True	True	True	True	True	26446703	2	True	True	True
SOCS	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
IL6	3	7	True	True	True	True	True	True	True	True	True	26446703	127	False	True	True
MAC	3	3	True	True	True	True	True	True	True	True	True	26446703	42	False	True	True
IL12	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
FAS	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
TNFA	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
TGFB	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
COX2	2	1	True	True	True	True	True	True	True	True	True	26446703	1	True	False	True
S1P	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
IL10	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
Proliferation	4	1	True	True	True	True	True	True	True	True	True	26446703	512	False	False	False
FOS	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
ASK1	2	1	True	True	True	True	True	True	True	True	True	26446703	4	True	True	True
ROS	2	1	True	True	True	True	True	True	True	True	True	26446703	4	True	True	True
SOD	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
CERAMIDE	2	1	True	True	True	True	True	True	True	True	True	26446703	2	True	True	True
MOMP	4	7	True	True	True	True	True	True	True	True	True	26446703	28912	False	True	True
BCL2	4	3	True	True	True	True	True	True	True	True	True	26446703	16576	False	True	True
ATM	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
CFLIP	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
SMAC	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
MDM2	4	1	True	True	True	True	True	True	True	True	True	26446703	64	False	False	False
SMASE	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
FADD	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
MEKK1	3	7	True	True	True	True	True	True	True	True	True	26446703	127	False	True	True
JNK	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
TREG	3	3	True	True	True	True	True	True	True	True	True	26446703	42	False	True	True
PGE2	1	1	True	True	True	True	True	True	True	True	True	26446703	1	True	True	True
PTEN	3	1	True	True	True	True	True	True	True	True	True	26446703	64	False	True	True
RAF	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
PI3K	3	3	True	True	True	True	True	True	True	True	True	26446703	76	False	True	True
MEK	2	3	True	True	True	True	True	True	True	True	True	26446703	7	False	True	True
ship2d	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
gsk3	2	3	True	True	True	True	True	True	True	True	True	19662154	14	True	False	True
p90rsk	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
akt	5	3	True	True	True	True	True	True	True	True	True	19662154	42	False	False	False
p70s6_1	2	3	True	True	True	True	True	True	True	True	True	19662154	7	False	True	True
erk12	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
jnk	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
rntre	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
erbb11	10	639	True	True	True	True	True	True	True	True	True	19662154	179769313444424326638834208574911969665452936927265147702692056800212479862746716130908047566134048480032005726706347683256491533977497035379295125732795961176764155979272124918559012818496474227482228407167329216933347497999760870405396360589119444144590157091673599774846193379917327215065406000480066994380	False	False	False
ccbl	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
shp2	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
gab1	3	7	True	True	True	True	True	True	True	True	True	19662154	127	False	True	True
cmyc	2	1	True	True	True	True	True	True	True	True	True	19662154	4	True	True	True
nucerk12	2	1	True	True	True	True	True	True	True	True	True	19662154	2	True	True	True
mtor_ric	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
pip3	3	1	True	True	True	True	True	True	True	True	True	19662154	8	False	True	True
pi34p2	3	1	True	True	True	True	True	True	True	True	True	19662154	4	True	False	True
rin1	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
ras	2	1	True	True	True	True	True	True	True	True	True	19662154	4	True	True	True
pi3k	6	31	True	True	True	True	True	True	True	True	True	19662154	1383505805528216371	False	False	False
ptend	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
bad	2	3	True	True	True	True	True	True	True	True	True	19662154	14	True	False	True
pak1	3	3	True	True	True	True	True	True	True	True	True	19662154	21	False	False	False
ip3	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
plcg	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
raf1	4	3	True	True	True	True	True	True	True	True	True	19662154	5376	False	False	False
aktd	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
vav2	3	3	True	True	True	True	True	True	True	True	True	19662154	7	False	False	False
mkk3	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
mlk3	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
mtor_rap	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
rheb	1	1	True	True	True	True	True	True	True	True	True	19662154	2	True	True	True
ap1	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
cfos	4	5	True	True	True	True	True	True	True	True	True	19662154	2602	False	False	False
cjun	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
mek12	2	3	True	True	True	True	True	True	True	True	True	19662154	7	False	True	True
endocyt_degrad	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
shp1d	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
p90rskerk12d	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
erbb13	12	383	True	True	True	True	True	True	True	True	True	19662154	214379961148462407689805174732110137111385366701421914514510442029807456322487798759913699204311148668927337290238044248783482560473905678950286107954543010170381888265521823903824937284780458933560226177601392274204915421831935135785961820407170394581720031045673488473272682631448496534101093853754360876480163524723156509722277607135890986260588252009155600212696659505830777218252889709285338003318699326378543316805933640683405296537852178847204841212637167930603649460890477963479329289099014720776101105608830499043714618180073399452664403274884603450587771435630993676012473164760596593620359941380555932946499142319854951830070026079655875388450049465993846174581445880601169665894984396292994072865539659090803263850447649250811428113607130335743720976714435740057672546292305523491859407848150195638955647310165061740546660290958730747066976940737479950903739511382810654162691072388688077523740038617595889873949646456856932960596738947317144152361889735099651226987094625405059780416146431956376138014650165517953987968904074176131834961772708683191048106606208316542912734075598929836681253574184544927262557895692561924512173343078069248168597386446192993330113184320716	False	False	False
elk1	2	1	True	True	True	True	True	True	True	True	True	19662154	2	True	True	True
erbb44	8	127	True	True	True	True	True	True	True	True	True	19662154	13479973327298218163408328416664646464972880326916656801836064309247	False	False	False
limk1	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
sos1	3	1	True	True	True	True	True	True	True	True	True	19662154	4	True	False	True
grb2	9	511	True	True	True	True	True	True	True	True	True	19662154	6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042047	False	True	True
nck	3	7	True	True	True	True	True	True	True	True	True	19662154	127	False	True	True
raccdc42	2	3	True	True	True	True	True	True	True	True	True	19662154	7	False	True	True
stat5	3	3	True	True	True	True	True	True	True	True	True	19662154	7	False	False	False
erbb24	14	4095	True	True	True	True	True	True	True	True	True	19662154	383161877873559545132719939520114874996529505491185801080728931258375193721221843443178275440742183078264943958060706772999652154715065740972363316425679019807915857513230574560848240927946369083669805216867866041883045792101765691067972709877391899923521094181471994653802301374948815033462702764484988911402125504845748914079226654533939768107725677351926804597948717364153302708301070727170329464860996794313953313283400655246268656754719899202565327040399583251502788570729830269867449234257498816465448357894960036602138728813154327834448754763849648348978820624138263700760495100935904103136854785552776897820344524475757679508195295376887043203071125665924369612133859504608695450741569239217548473072571165284063482311234205743640874649156997430517164604830019938795902414839665636854160210498193707350069062271521978253831828305352744221799390874287358846088921808369483639730658536961155746003058627432815811521731865975736608779085219715017824775025936318877680486526594369276140021317954595491246183680918217922540871933316650323316145889655407982231079161296187844391199777668259474328037786606204330181741059930153196637542130297421843311249854793306514739607904809615159176889988017630818662565077252022134345773048852924670260698180991588738998963552425928472928328634997159040880911897222591132694312200612705688896867626414369065511577108563657084961300881275203514325993905147360098864682303791763209778170182350695643421302767744716610517353313293854974584929606873846084647482174461226063154898809769561768063950167269579559646043353431277434632153430273453557345534543603625568998360243280386579066660367563043832236832894139467120255958398863945766591820634420458523705684222007923007130089937891789902569885102731222631492489519809832257122714023881119545869268348049877057908715724590769474061791096453578550381309869117384474258174437956781670641873402059272586977308213811452620069381424193259724918483470060076075976456309305529721633156726476886289743710942981746583348416377981360495222740708950753211603070151524071445399702020620418588052148192911950470618561196203896711450867194691928174224046759039459255705930292302969377589336185212703713268087454383543020858720209461115293031190223940426282515639586053109978794858939916163681868694361908117185963182116436683149754837672264387503679039294127026013908277520737473014583698188524421692694752365557382010241126874264322914286250672893469065747690957106633948387883062997355911390030375247379832898627916174459636770716093149892067583109971745327212721070952390147120055718564889430033834884734142885751299853534366258053196438600761744089079346013607850670043140301019022817674631793220141580429512296225723947064709692006643615645571664167849591559648612963618163645745059484315685837757873460284190294291569692647676069593765214761107617025042086495913654754348120119395329561777144750514034642622781721116153549244291908477547848709745959530578606073175808925712465897867435379203627503261633968432853765024717715784155482244604506367895278247888395226111364294256524327473807890471317629376426224048531949549218687306214780437740664302699971970205471380156407914231204391448521510189189179408574417261947063645831374620346959649176053234038372317229064689588289401604410576389147000005779109239561972362068116331448405202100621204460537624949952357498166623377234487606199920294061720746617217579237684420536711131251638284348078255454289216473799971818203853428885607228340961074739057153868806886654222910599524066467531715241179942010772012388979658516065740888140177437281441881330780382810117349156631600984685753970466231711749123659589261311704011204276920231869696196984823382189514628260626069201065026546830242833944664731374673632922808435741925432558229403663066817449177208006250064872642733101881738997683138964691538731249064739068409646349126340705458329769464301992390575980175046194600445339830437756236764662030420467218111193798786522212109370715409775084423602451329019862770399378896008220262356895581231279053551114146224489111136500979082822164127365064106791442528357885792201209790543263031087295108393056871065151012109430473613937540310630697950635386262582052264160606556838780782528059222364182774281103048150257802080218893922882153154697648108278025122949215840555979825286091147422527101186577989985650561235529205750257236111823180245157512651910377575661634339698901590329374171719706681984915935275733356248503987291018704474466165493117808230227649107483180065826297570428620748756253174095373562949718853880360381888989336090590041000148996967778273558405087938445102876480066116086807127574904202753982509322761941290444611574575245088978106587852699060157624782650605567	False	False	False
mk2	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
p38	3	7	True	True	True	True	True	True	True	True	True	19662154	127	False	True	True
dag	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
shc	8	255	True	True	True	True	True	True	True	True	True	19662154	57896044618658097711785492504343953926634992332820282019728792003956564819967	False	True	True
erbb34	7	15	True	True	True	True	True	True	True	True	True	19662154	604444463063240877801472	False	False	False
erbb14	12	255	True	True	True	True	True	True	True	True	True	19662154	68673039428453281110526621811579211297321711849119394033934142353739608005399303596370060604476179620033792004945834162067429546853638966294834738120356649932918510187614213223903435075396245551696091666870750048550075481272285276020559201212698825313375131883736276482785581768908300554861294652744401645122683505316203125295072790645685583222733187785604357556325678007208783897132722895551218250914956633170757226565586095094402568045443570991323729522542787572581462054001800769590755778396227361660336110601470894051392352157036643777368522363791593350391597290163184654366759815980814593854586808230724538835209642047908064583529018263187622684569466587137430270009006174452102768525828751574135739132884641430480019529258970176013773473296621914033911271791106458453881547448274367884029755541101651778959541102484533512618953254837448676563680529663012481059148960793974854067683113263950917308459074141889759564718774615248107158876326788072473022805383453491647035629042599159689100840166885457254919410161672658695172745548791808	False	False	False
erbb23	8	63	True	True	True	True	True	True	True	True	True	19662154	3423913228328792196818997428435771646196854399740407364172095854477567	False	False	False
erbb12	9	63	True	True	True	True	True	True	True	True	True	19662154	237252889972290509375828182058482648143647177527772643718840466055941447423207247683098468398484939265776037423966178780512772874170460989011525836	False	False	False
hsp27	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
mkk4	3	7	True	True	True	True	True	True	True	True	True	19662154	127	False	True	True
mkk6	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
mkk7	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
mekk1	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
p70s6_2	3	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
mekk4	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
shp1	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
pro_apoptotic	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
tsc1_tsc2	1	1	True	True	True	True	True	True	True	True	True	19662154	2	True	True	True
actinreorg	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
rab5a	2	1	True	True	True	True	True	True	True	True	True	19662154	2	True	True	True
ca	1	1	True	True	True	True	True	True	True	True	True	19662154	1	True	True	True
stat3	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
creb	2	3	True	True	True	True	True	True	True	True	True	19662154	7	False	True	True
pkc	3	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
stat1	2	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
rasgap	2	1	True	True	True	True	True	True	True	True	True	19662154	2	True	True	True
sos1esp8e3b1	4	1	True	True	True	True	True	True	True	True	True	19662154	1	True	False	True
ERK1/2	2	1	True	True	True	True	True	True	True	True	True	28361666	4	True	True	True
MEK1	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
ERBB2/3	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
EGFR/ERBB2	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
SP1	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
PIP3	2	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
PIK3CA	3	7	True	True	True	True	True	True	True	True	True	28361666	127	False	True	True
SRF-ELK1	2	1	True	True	True	True	True	True	True	True	True	28361666	1	True	False	True
RP6SKB1	4	13	True	True	True	True	True	True	True	True	True	28361666	15359	False	True	True
AKT	3	7	True	True	True	True	True	True	True	True	True	28361666	251	True	False	True
PDPK1	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
AR/AR	2	3	True	True	True	True	True	True	True	True	True	28361666	7	False	True	True
AR/HSP	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
Raf	3	5	True	True	True	True	True	True	True	True	True	28361666	117	False	True	True
TMPRSS2	2	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
BCL2	1	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
BAD	2	1	True	True	True	True	True	True	True	True	True	28361666	8	False	True	True
EFGR	2	3	True	True	True	True	True	True	True	True	True	28361666	7	False	True	True
CDK2-CyclinE	1	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
p21	1	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
TSC1/2	2	3	True	True	True	True	True	True	True	True	True	28361666	13	True	True	True
PSA	2	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
IRS1	2	1	True	True	True	True	True	True	True	True	True	28361666	4	True	True	True
IGFR1A/B	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
mTOR	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
RHEB	1	1	True	True	True	True	True	True	True	True	True	28361666	2	True	True	True
Ras	1	1	True	True	True	True	True	True	True	True	True	28361666	1	True	True	True
GRB2/SOS	5	23	True	True	True	True	True	True	True	True	True	28361666	1002159035	False	True	True
PI	6	27	True	True	False	True	True	True	True	False	False	20303988	33496033354253175	False	False	False
FUL	2	1	True	True	True	True	True	True	True	True	True	20303988	4	True	True	True
TFL1	4	2	False	True	True	False	False	True	False	False	False	20303988	48	False	False	False
AP2	1	1	True	True	True	True	True	True	True	True	True	20303988	1	True	True	True
AP1	6	26	True	True	True	True	True	True	True	False	False	20303988	17294101849317637888	False	False	False
FT	1	1	True	True	True	True	True	True	True	True	True	20303988	2	True	True	True
EMF1	1	1	True	True	True	True	True	True	True	True	True	20303988	1	True	True	True
AP3	7	41	True	True	False	True	True	True	True	False	True	20303988	1351539243184454444107709747007	False	False	False
AG	8	73	True	True	True	True	True	True	True	False	False	20303988	58123087938895276820951150799726505123937301513778334559501661279809673415884	False	False	False
WUS	3	3	True	True	True	True	True	True	True	True	True	20303988	14	True	False	True
SEP	1	1	True	True	True	True	True	True	True	True	True	20303988	1	True	True	True
TGFB	3	7	True	True	True	True	True	True	True	True	True	25189528	127	False	True	True
GSK3B	2	1	True	True	True	True	True	True	True	True	True	25189528	8	False	True	True
SOS/GRB2	3	3	True	True	True	True	True	True	True	True	True	25189528	42	False	True	True
NOTCH	4	15	True	True	True	True	True	True	True	True	True	25189528	49151	False	True	True
AXIN2	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
GLI	3	7	True	True	True	True	True	True	True	True	True	25189528	127	False	True	True
AKT	4	15	True	True	True	True	True	True	True	True	True	25189528	49151	False	True	True
SMAD	4	9	True	True	False	True	True	True	True	False	True	25189528	3003	False	False	False
MEK	5	29	True	True	True	True	True	True	True	True	True	25189528	2952773631	False	False	False
B-Catenin_nuc	5	7	True	True	True	True	True	True	True	True	True	25189528	2160115904	False	True	True
SNAI1	8	255	True	True	True	True	True	True	True	True	True	25189528	86844066927987146567678238756515930889952488499230423029593188005934847229951	False	True	True
B-Catenin_memb	2	1	True	True	True	True	True	True	True	True	True	25189528	2	True	True	True
E-cadherin	8	125	True	True	True	True	True	True	True	True	True	25189528	38597363079105398474523661669562635951089994888546854679819194669300081579092	False	False	False
SNAI2	4	15	True	True	True	True	True	True	True	True	True	25189528	32767	False	True	True
miR200	3	1	True	True	True	True	True	True	True	True	True	25189528	128	False	True	True
ZEB1	2	1	True	True	True	True	True	True	True	True	True	25189528	4	True	True	True
ZEB2	2	1	True	True	True	True	True	True	True	True	True	25189528	2	True	True	True
AKT	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
AXIN2	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
B-Catenin_memb	2	1	True	True	True	True	True	True	True	True	True	25189528	4	True	True	True
B-Catenin_nuc	4	3	True	True	True	True	True	True	True	True	True	25189528	57344	False	False	False
BTrCP	1	1	True	True	True	True	True	True	True	True	True	25189528	2	True	True	True
CD44	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
CDC42	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
c-fos	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
cMet	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
Csn	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
DELTA	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
DSH	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
E-Cadherin	8	127	True	True	True	True	True	True	True	True	True	25189528	38597363079105398474523661669562635951089994888546854679819194669304376546644	True	False	True
EGFR	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
EGR1	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
EMT	2	3	True	True	True	True	True	True	True	True	True	25189528	11	True	True	True
ERK	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
FGFR	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
FOXC2	3	7	True	True	True	True	True	True	True	True	True	25189528	127	False	True	True
Frizzled	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
FUS	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
GLI	2	3	True	True	True	True	True	True	True	True	True	25189528	11	True	True	True
GSK3B	5	7	True	True	True	True	True	True	True	True	True	25189528	3233857664	False	False	False
HEY1	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
HIF1A	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
IGF1R	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
IKKA	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
ILK	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
Jagged	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
LIV1	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
LOXL23	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
MEK	2	3	True	True	True	True	True	True	True	True	True	25189528	13	True	True	True
miR200	3	1	True	True	True	True	True	True	True	True	True	25189528	128	False	True	True
NFKB	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
NOTCH	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
NOTCH_ic	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
PAK1	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
Patched	1	1	True	True	True	True	True	True	True	True	True	25189528	2	True	True	True
PDGFR	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
PI3K	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
RAF	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
RAS	4	15	True	True	True	True	True	True	True	True	True	25189528	63487	False	True	True
RKIP	2	3	True	True	True	True	True	True	True	True	True	25189528	14	True	False	True
SHH	2	3	True	True	True	True	True	True	True	True	True	25189528	7	False	True	True
SNAI2	4	15	True	True	True	True	True	True	True	True	True	25189528	32767	False	True	True
SMAD	4	9	True	True	False	True	True	True	True	False	True	25189528	3003	False	False	False
SMO	1	1	True	True	True	True	True	True	True	True	True	25189528	2	True	True	True
SNAI1	10	1023	True	True	True	True	True	True	True	True	True	25189528	168533731393342116349622361636471068776685341775841241193840701085374383567657152936914197489757065019800106762379431272805115408263515583587044466224506991604157400085811392446533330876168213236987265267579692908285766264696058951381793541132025534840641103766799654599950543067324734035783146559022710128639	False	False	False
SOS/GRB2	7	63	True	True	True	True	True	True	True	True	True	25189528	56713727820156410577229101238628035242	False	True	True
SRC	5	31	True	True	True	True	True	True	True	True	True	25189528	2147483647	False	True	True
STAT	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
SUFU	1	1	True	True	True	True	True	True	True	True	True	25189528	2	True	True	True
TCF/LEF	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
TGFB	4	15	True	True	True	True	True	True	True	True	True	25189528	32767	False	True	True
TGFBR	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
TWIST1	5	31	True	True	True	True	True	True	True	True	True	25189528	2147483647	False	True	True
Wnt	1	1	True	True	True	True	True	True	True	True	True	25189528	1	True	True	True
ZEB1	4	7	True	True	True	True	True	True	True	True	True	25189528	10922	False	True	True
ZEB2	4	7	True	True	True	True	True	True	True	True	True	25189528	10922	False	True	True
Snail	3	3	True	True	True	True	True	True	True	True	True	30104572	84	True	False	True
mu34	2	1	True	True	True	True	True	True	True	True	True	30104572	8	False	True	True
Zeb	3	5	True	True	True	True	True	True	True	True	True	30104572	241	True	False	True
mu200	3	5	True	True	True	True	True	True	True	True	True	30104572	205	True	False	True
axin	2	3	True	True	True	True	True	True	True	True	True	29596489	13	True	True	True
GSK3B	3	1	True	True	True	True	True	True	True	True	True	29596489	128	False	True	True
DC	2	1	True	True	True	True	True	True	True	True	True	29596489	1	True	False	True
B-catenin	1	1	True	True	True	True	True	True	True	True	True	29596489	2	True	True	True
FoxO	4	4	False	True	True	False	False	True	False	False	False	29596489	8738	False	False	False
Rho	5	7	True	True	True	True	True	True	True	True	True	29596489	143165576	False	True	True
MEKK1	2	3	True	True	True	True	True	True	True	True	True	29596489	7	False	True	True
JNK	2	3	True	True	True	True	True	True	True	True	True	29596489	7	False	True	True
PKC	3	7	True	True	True	True	True	True	True	True	True	29596489	127	False	True	True
IRS	3	3	True	True	True	True	True	True	True	True	True	29596489	84	True	False	True
Akt	2	3	True	True	True	True	True	True	True	True	True	29596489	7	False	True	True
TSC2	3	5	True	True	True	True	True	True	True	True	True	29596489	213	False	True	True
mTORC1	1	1	True	True	True	True	True	True	True	True	True	29596489	2	True	True	True
S6K	2	3	True	True	True	True	True	True	True	True	True	29596489	7	False	True	True
Ras	2	3	True	True	True	True	True	True	True	True	True	29596489	7	False	True	True
Raf	3	3	True	True	True	True	True	True	True	True	True	29596489	42	False	True	True
ERK	1	1	True	True	True	True	True	True	True	True	True	29596489	1	True	True	True
mTORC2	4	3	True	True	True	True	True	True	True	True	True	29596489	2184	False	True	True
RIP1	3	3	True	True	True	True	True	True	True	True	True	20221256	112	False	True	True
DISC-FAS	2	1	True	True	True	True	True	True	True	True	True	20221256	1	True	False	True
CASP8	4	7	True	True	True	True	True	True	True	True	True	20221256	28912	False	True	True
TNFR	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
cFLIP	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
NFkB	2	1	True	True	True	True	True	True	True	True	True	20221256	4	True	True	True
XIAP	2	1	True	True	True	True	True	True	True	True	True	20221256	2	True	True	True
SMAC	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
apoptosome	3	1	True	True	True	True	True	True	True	True	True	20221256	2	True	False	True
Cyt_c	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
ATP	1	1	True	True	True	True	True	True	True	True	True	20221256	2	True	True	True
CASP3	2	1	True	True	True	True	True	True	True	True	True	20221256	2	True	True	True
survival	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
BCL2	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
apoptosis	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
RIP1ub	2	1	True	True	True	True	True	True	True	True	True	20221256	1	True	False	True
cIAP	3	3	True	True	True	True	True	True	True	True	True	20221256	42	False	True	True
IKK	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
DISC-TNF	2	1	True	True	True	True	True	True	True	True	True	20221256	1	True	False	True
RIP1k	1	1	True	True	True	True	True	True	True	True	True	20221256	1	True	True	True
MOMP	2	3	True	True	True	True	True	True	True	True	True	20221256	7	False	True	True
ROS	3	3	True	True	True	True	True	True	True	True	True	20221256	76	False	True	True
MPT	2	1	True	True	True	True	True	True	True	True	True	20221256	4	True	True	True
