nodename	pmid	model	k	BF as int	UF	EUF	EUCF	UCF	EF	ECF	NCF	Chain	Chain_1	bias	Chain-U
v_SLAH3	31658257	105	3	16	True	True	True	True	True	True	True	True	False	1	True
v_SPHK1_2__S1P__SPP1_Sph__GPA1__GCR1	31658257	105	2	7	True	True	True	True	True	True	True	False	True	3	True
v_TCTP	31658257	105	1	1	True	True	True	True	True	True	True	True	True	1	True
v_V_ATPase	31658257	105	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Vacuolar_Acidification	31658257	105	3	127	True	True	True	True	True	True	True	False	True	7	True
v_pHc	31658257	105	5	318964483	True	True	True	True	True	True	True	False	False	9	False
v_ABI1	32903539	106	5	538968096	True	True	True	True	True	True	True	False	False	3	False
v_ABI2	32903539	106	3	162	True	True	True	True	True	True	True	False	True	3	True
v_ADPRc	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Actin_Reorganization	32903539	106	5	16781568	True	True	True	True	True	True	True	False	False	3	False
v_AnionEM	32903539	106	3	87	True	True	True	True	True	True	True	False	False	5	False
v_AtRAC1	32903539	106	2	11	True	True	True	True	True	True	True	True	True	3	True
v_CIS	32903539	106	3	127	True	True	True	True	True	True	True	False	True	7	True
v_CPK321	32903539	106	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Ca2	32903539	106	3	112	True	True	True	True	True	True	True	False	True	3	True
v_Ca2_ATPase	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CaIM	32903539	106	6	18446650254443937791	True	True	True	True	True	True	True	False	False	57	False
v_Closure	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_DAG	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Depolarization	32903539	106	5	855309050	True	True	True	True	True	True	False	False	False	21	False
v_GHR1	32903539	106	2	4	True	True	True	True	True	True	True	True	True	1	True
v_GPA1	32903539	106	2	13	True	True	True	True	True	True	True	True	True	3	True
v_H2O_Efflux	32903539	106	4	256	True	True	True	True	True	True	True	True	False	1	True
v_HAB1	32903539	106	2	8	True	True	True	True	True	True	True	False	True	1	True
v_H_ATPase	32903539	106	3	128	True	True	True	True	True	True	True	False	True	1	True
v_InsP3	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_InsP6	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_KEV	32903539	106	2	7	True	True	True	True	True	True	True	False	True	3	True
v_KOUT	32903539	106	4	3599	True	True	True	True	True	True	True	True	False	7	True
v_K_efflux	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MPK912	32903539	106	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Malate	32903539	106	3	8	True	True	True	True	True	True	True	False	True	1	True
v_Microtubule_Depolymerization	32903539	106	2	7	True	True	True	True	True	True	True	False	True	3	True
v_NIA12	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NO	32903539	106	3	1	True	True	True	True	True	True	True	True	False	1	True
v_NOGC1	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_OST1	32903539	106	4	65256	True	True	True	True	True	True	False	False	False	11	False
v_PA	32903539	106	5	87504695	True	True	True	True	True	True	False	False	False	17	False
v_PEPC	32903539	106	1	2	True	True	True	True	True	True	True	True	True	1	True
v_PI3P5K	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PIP	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PLC	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PLDa	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_PLDdel	32903539	106	3	55	True	True	True	True	True	True	True	False	False	5	False
v_PP2CA	32903539	106	2	8	True	True	True	True	True	True	True	False	True	1	True
v_PtdIns35P2	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PtdIns45P2	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_QUAC1	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_RBOH	32903539	106	7	18446744073709551616	True	True	True	True	True	True	True	True	False	1	True
v_RCARs	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ROP11	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ROS	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_S1P	32903539	106	3	4	True	True	True	True	True	True	True	True	False	1	True
v_SLAC1	32903539	106	10	41855804997449509258747850719966467888680440389876087113556522126320557306206663357189839979884964655755197688517834546553098867272733526923674038290900279082053018757493852418282852793107597149238950524931271212767331815282647230768899731988681786905516253850936318259169891813599388249719381688320	True	True	True	True	True	True	True	False	False	7	False
v_SLAH3	32903539	106	4	4176	True	True	True	True	True	True	True	False	False	3	False
v_SPHK12	32903539	106	2	7	True	True	True	True	True	True	True	False	True	3	True
v_TCTP	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_VATPase	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_VPPase	32903539	106	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Vacuolar_Acidification	32903539	106	3	127	True	True	True	True	True	True	True	False	True	7	True
v_cADPR	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_cGMP	32903539	106	2	1	True	True	True	True	True	True	True	True	False	1	True
v_nitrocGMP	32903539	106	3	1	True	True	True	True	True	True	True	True	False	1	True
v_pHc	32903539	106	5	318964483	True	True	True	True	True	True	True	False	False	9	False
v_AKT	32987354	107	4	57183	True	True	True	True	True	True	True	False	True	13	True
v_AMPK	32987354	107	3	42	True	True	True	True	True	True	True	False	True	3	True
v_APOPTOSIS	32987354	107	3	42	True	True	True	True	True	True	True	False	True	3	True
v_ATM	32987354	107	2	4	True	True	True	True	True	True	True	True	True	1	True
v_AUTOPHAGY	32987354	107	1	1	True	True	True	True	True	True	True	True	True	1	True
v_BAX	32987354	107	3	32	True	True	True	True	True	True	True	False	True	1	True
v_BCL2	32987354	107	3	128	True	True	True	True	True	True	True	False	True	1	True
v_BMI1	32987354	107	3	76	True	True	True	True	True	True	True	False	True	3	True
v_CDK2_CycE	32987354	107	4	1024	True	True	True	True	True	True	True	False	False	1	False
v_CDK46_CycD	32987354	107	3	32	True	True	True	True	True	True	True	False	True	1	True
v_Caspase3	32987354	107	3	179	True	True	True	True	True	True	True	False	True	5	True
v_Cdc25A	32987354	107	2	8	True	True	True	True	True	True	True	False	True	1	True
v_DDR_Activation	32987354	107	4	254	True	True	True	True	True	True	True	True	False	7	True
v_DRAM1	32987354	107	1	1	True	True	True	True	True	True	True	True	True	1	True
v_E2F1	32987354	107	5	2408550351	True	True	True	True	True	True	True	False	False	21	False
v_Mdm2	32987354	107	4	3076	True	True	True	True	True	True	True	False	False	3	False
v_Myc	32987354	107	4	16576	True	True	True	True	True	True	True	False	True	3	True
v_PROLIFERATION	32987354	107	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PTEN	32987354	107	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PUMA	32987354	107	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RB	32987354	107	2	8	True	True	True	True	True	True	True	False	True	1	True
v_SENESCENCE	32987354	107	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Sirt1	32987354	107	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ULK1	32987354	107	4	8352	True	True	True	True	True	True	True	False	True	3	True
v_Wip1	32987354	107	2	4	True	True	True	True	True	True	True	True	True	1	True
v_mTORC1	32987354	107	5	65024	True	True	True	True	True	True	True	False	False	7	False
v_mTORC2	32987354	107	6	16909515402332078079	True	True	True	True	True	True	True	False	False	49	False
v_miR_16	32987354	107	2	1	True	True	True	True	True	True	True	True	False	1	True
v_p21	32987354	107	5	3579139413	True	True	True	True	True	True	True	False	True	17	True
v_p53INP1	32987354	107	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p53_A	32987354	107	7	180777765887067909826276142254454254080	True	True	True	True	True	True	True	False	False	27	False
v_p53_K	32987354	107	5	43008	True	True	True	True	True	True	True	False	False	3	False
v_AKT	27613445	108	4	16576	True	True	True	True	True	True	True	False	True	3	True
v_AMPK	27613445	108	2	4	True	True	True	True	True	True	True	True	True	1	True
v_ATP	27613445	108	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CDK2	27613445	108	4	76	True	True	True	True	True	True	True	False	False	3	False
v_E2F1	27613445	108	4	1036	True	True	True	True	True	True	True	False	False	3	False
v_FOXO	27613445	108	5	1894776832	True	True	True	True	True	True	True	False	True	7	True
v_G1_S	27613445	108	4	4	True	True	True	True	True	True	True	True	False	1	True
v_IRS_PIK3CA	27613445	108	2	2	True	True	True	True	True	True	True	True	True	1	True
v_MAPK	27613445	108	2	4	True	True	True	True	True	True	True	True	True	1	True
v_MDM2	27613445	108	6	8070450536274460672	True	True	True	True	True	True	True	False	True	7	True
v_MYC	27613445	108	4	2	True	True	True	True	True	True	True	True	False	1	True
v_Metabolism	27613445	108	4	4959	True	True	True	True	True	True	False	False	False	9	False
v_PP1C	27613445	108	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PP2A	27613445	108	1	2	True	True	True	True	True	True	True	True	True	1	True
v_PRC	27613445	108	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PTEN	27613445	108	2	4	True	True	True	True	True	True	True	True	True	1	True
v_Senescence	27613445	108	3	55	True	True	True	True	True	True	True	False	False	5	False
v_TSC	27613445	108	3	64	True	True	True	True	True	True	True	False	True	1	True
v_mTORC1_S6K1	27613445	108	2	8	True	True	True	True	True	True	True	False	True	1	True
v_p16	27613445	108	4	128	True	True	True	True	True	True	True	False	True	1	True
v_p21	27613445	108	4	28672	True	True	True	True	True	True	True	False	True	3	True
v_p53	27613445	108	1	2	True	True	True	True	True	True	True	True	True	1	True
v_pRB	27613445	108	1	2	True	True	True	True	True	True	True	True	True	1	True
v_CcrM	28409298	109	3	32	True	True	True	True	True	True	True	False	True	1	True
v_CtrA	28409298	109	4	10752	True	True	True	True	True	True	True	False	True	3	True
v_DnaA	28409298	109	4	8	True	True	True	True	True	True	True	False	False	1	False
v_GcrA	28409298	109	2	4	True	True	True	True	True	True	True	True	True	1	True
v_SciP	28409298	109	2	2	True	True	True	True	True	True	True	True	True	1	True
v_CckA	28409298	110	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ChpT	28409298	110	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ClpXP_RcdA	28409298	110	1	2	True	True	True	True	True	True	True	True	True	1	True
v_CpdR	28409298	110	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CtrAb	28409298	110	2	2	True	True	True	True	True	True	True	True	True	1	True
v_DivJ	28409298	110	2	4	True	True	True	True	True	True	True	True	True	1	True
v_DivK	28409298	110	2	4	True	True	True	True	True	True	True	True	True	1	True
v_DivL	28409298	110	1	2	True	True	True	True	True	True	True	True	True	1	True
v_PleC	28409298	110	1	2	True	True	True	True	True	True	True	True	True	1	True
v_AKT1	32371892	111	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Apoptosis_phenotype	32371892	111	8	57896044618658097711785492504343953926634992332820282019728792003956564819967	True	True	True	True	True	True	True	False	True	255	True
v_Apoptosome_complex	32371892	111	4	16	True	True	True	True	True	True	True	True	False	1	True
v_BAD	32371892	111	1	2	True	True	True	True	True	True	True	True	True	1	True
v_BAD_BBC3_BCL2L11_complex	32371892	111	1	2	True	True	True	True	True	True	True	True	True	1	True
v_BAX	32371892	111	3	76	True	True	True	True	True	True	True	False	True	3	True
v_BCL2_MCL1_BCL2L1_complex	32371892	111	3	128	True	True	True	True	True	True	True	False	True	1	True
v_BID	32371892	111	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CASP3	32371892	111	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CASP7	32371892	111	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CASP8	32371892	111	3	127	True	True	True	True	True	True	True	False	True	7	True
v_CASP9_cell_active	32371892	111	2	4	True	True	True	True	True	True	True	True	True	1	True
v_CYCS	32371892	111	2	7	True	True	True	True	True	True	True	False	True	3	True
v_FADD	32371892	111	1	1	True	True	True	True	True	True	True	True	True	1	True
v_FAS_FASL_complex	32371892	111	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MAPK14	32371892	111	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TNF_TNFRSF1A_complex	32371892	111	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TRADD_FADD_complex	32371892	111	3	1	True	True	True	True	True	True	True	True	False	1	True
v_ACE	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ACE2_Spike_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ACE2_endothelium__vascular	32371892	112	2	4	True	True	True	True	True	True	True	True	True	1	True
v_AGTR1_blood	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AGTR1_platelet	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Antithrombin	32371892	112	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Bradykinin	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Bradykinin_1_5_	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C2a	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C2a_C4b_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C2b	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C3a	32371892	112	3	21	True	True	True	True	True	True	True	False	False	3	False
v_C3b	32371892	112	3	21	True	True	True	True	True	True	True	False	False	3	False
v_C3b_Bb_C3b_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C4a	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C4b	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_C4d	32371892	112	4	8191	True	True	True	True	True	True	True	False	False	13	False
v_C4d_deposition_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_C5a	32371892	112	5	1467482111	True	True	True	True	True	True	True	False	False	27	False
v_C5b_9_deposition_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CRP	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_D_dimer	32371892	112	4	5461	True	True	True	True	True	True	True	False	False	7	False
v_F11	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_F11a	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_F12a	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_F5a_F10a_complex	32371892	112	6	1225245112024436992	True	True	True	True	True	True	False	False	False	15	False
v_F8	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_F8_F9_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_F8a	32371892	112	3	4	True	True	True	True	True	True	True	True	False	1	True
v_F9a	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Fibrin_monomer	32371892	112	4	1092	True	True	True	True	True	True	True	False	False	3	False
v_Fibrin_polymer	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Fibrinogen_GP6_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Fibrinogen_complex	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GP6_alpha2_beta1_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_GP6_alpha2beta1_VWF_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Hypokalemia_phenotype	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_IL1B	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_IL2RA	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_IL6	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_IL8	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_KNG1_KLKB1_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_K__ion	32371892	112	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Kallikrein	32371892	112	3	55	True	True	True	True	True	True	True	False	False	5	False
v_Kininogen	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MAS1	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MASP1	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MASP2	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MASP2_deposition_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NR3C2	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PLAT_SERPINE1_complex	32371892	112	3	1	True	True	True	True	True	True	True	True	False	1	True
v_PLAT_blood_active	32371892	112	6	281470690197503	True	True	True	True	True	True	True	False	False	33	False
v_PLAU	32371892	112	1	2	True	True	True	True	True	True	True	True	True	1	True
v_PROC	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Plasmin	32371892	112	5	322122547	True	True	True	True	True	True	True	False	False	15	False
v_Plasminogen	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_REN	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_SARS_CoV_2_viral_entry_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SERPINE1	32371892	112	5	715827882	True	True	True	True	True	True	True	False	True	15	True
v_SERPINF2_Plasmin_complex	32371892	112	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Small_peptide	32371892	112	10	2345353826668619975738719576340947811118207436020463752672012012021473909813885126193884477021593606829522287998156520780966078726848180244833678267892643523588331509986738253836400269429623301994594553483171810273102735395860896728330364745433138184172045254488174513059879787643966064257770625573555535871	True	True	True	True	True	True	False	False	False	583	False
v_TAFI	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TAT_complex_complex	32371892	112	3	1	True	True	True	True	True	True	True	True	False	1	True
v_TNF	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Thrombin_Thrombomodulin_complex	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Thrombin_blood	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Thrombin_blood_active	32371892	112	3	4	True	True	True	True	True	True	True	True	False	1	True
v_Thrombomodulin	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Thrombosis_phenotype_blood	32371892	112	10	89884656743115795386465259539451236680898848947115328636715040578866337902750481566354238661203768010560056939935696678829394884407208311246423715319737062188883946712432742638151109800623047059726541476042502884419075341171231440736956555270413618581675255342293149119973622969239858152417678164812112068607	True	True	True	True	True	True	True	False	True	1023	True
v_Thrombosis_phenotype_human_host	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_VWF	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_aldosterone_simple_molecule_blood	32371892	112	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_aldosterone_simple_molecule_endothelium__vascular	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_angiotensin_II_simple_molecule	32371892	112	3	119	True	False	False	True	False	False	False	False	False	6	False
v_angiotensin_I_7_simple_molecule	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_angiotensin_I_simple_molecule	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_apoptosis_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_csa32_C5b_9_complex_endothelium__vascular	32371892	112	4	5631	True	True	True	True	True	True	True	False	False	11	False
v_csa43_C5b_9_complex_endothelium__vascular	32371892	112	2	1	True	True	True	True	True	True	True	True	False	1	True
v_platelet_activation_phenotype	32371892	112	2	7	True	True	True	True	True	True	True	False	True	3	True
v_platelet_aggregation_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_septal_capillary_necrosis_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_thrombus_formation_phenotype	32371892	112	3	223	True	True	True	True	True	True	True	False	True	7	True
v_vascular_inflammation_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_vascular_remodeling_phenotype	32371892	112	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ACE2_SARS_CoV_interaction_complex	32371892	113	3	4	True	True	True	True	True	True	True	True	False	1	True
v_ACE2_Spike_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ACE2__space_membrane_bound	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ACE2__space_soluble	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ACE2_rna	32371892	113	1	2	True	True	True	True	True	True	True	True	True	1	True
v_ADAM17_cell	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AP_1_phosphorylated_phosphorylated	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_ATF4	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ATF4_rna	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ATF6_Golgi_apparatus	32371892	113	6	375769313052655871	True	True	True	True	True	True	False	False	False	29	False
v_ATF6_endoplasmic_reticulum	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ATF6_nucleus	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Apoptosis_phenotype_cell	32371892	113	10	89884656743115795386465259539451236680898848947115328636715040578866337902750481566354238661203768010560056939935696678829394884407208311246423715319737062188883946712432742638151109800623047059726541476042502884419075341171231440736956555270413618581675255342293149119973622969239858152417678164812112068607	True	True	True	True	True	True	True	False	True	1023	True
v_Apoptosis_phenotype_endoplasmic_reticulum	32371892	113	3	191	True	True	True	True	True	True	True	False	True	7	True
v_BAX_phosphorylated	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_BCL2L11_cell	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_BCL2L11_phosphorylated	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_BCL2_rna	32371892	113	2	2	True	True	True	True	True	True	True	True	True	1	True
v_BID_phosphorylated	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_CAPN1_Ca2__complex	32371892	113	3	1	True	True	True	True	True	True	True	True	False	1	True
v_CASP8_FADD_MAP1LC3A_SQSTM1_ATG5_complex	32371892	113	6	4294967301	True	True	True	True	True	True	True	False	False	3	False
v_CDK5	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Ca2__ion_cell	32371892	113	4	5461	True	True	True	True	True	True	True	False	False	7	False
v_Ca2__ion_mitochondrial_matrix	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Ca2__ion_mitochondrion	32371892	113	3	21	True	True	True	True	True	True	True	False	False	3	False
v_Ca2_space_cytosolic_space_concentration_phenotype	32371892	113	2	14	True	True	True	True	True	True	True	True	False	3	True
v_Ca2_space_mitochondrial_space_concentration_phenotype	32371892	113	3	127	True	True	True	True	True	True	True	False	True	7	True
v_Cell_space_survival_phenotype	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DDIT3	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DDIT3_phosphorylated	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_DDIT3_rna	32371892	113	5	273	True	True	True	True	True	True	True	False	False	3	False
v_DNAJC3	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DNAJC3_rna	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_EIF2AK2	32371892	113	3	2	True	True	True	True	True	True	True	True	False	1	True
v_EIF2AK3_EIF2AK3_complex	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_EIF2S1	32371892	113	3	19	True	True	True	True	True	True	True	False	False	3	False
v_EIF2S1_phosphorylated	32371892	113	5	34212362	True	True	True	True	True	True	True	False	False	7	False
v_EIF2_GDP_Met_tRNA_complex	32371892	113	4	1335	True	True	True	True	True	True	False	False	False	7	False
v_EIF2_GDP_complex	32371892	113	3	1	True	True	True	True	True	True	True	True	False	1	True
v_EIF2_P_GDP_complex	32371892	113	3	1	True	True	True	True	True	True	True	True	False	1	True
v_ERAD_phenotype	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ERN1_BBC3_complex	32371892	113	3	4	True	True	True	True	True	True	True	True	False	1	True
v_ERN1_BCL2L11_complex	32371892	113	3	4	True	True	True	True	True	True	True	True	False	1	True
v_ERN1_Unfolded_space_protein_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ERO1A_cell	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ERO1A_endoplasmic_reticulum	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ERO1A_rna	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_ER_space_Stress_phenotype	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ER_space_stress_phenotype	32371892	113	3	239	True	True	True	True	True	True	True	True	False	7	True
v_FIS1_BCAP31_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_GDP_simple_molecule	32371892	113	3	1	True	True	True	True	True	True	True	True	False	1	True
v_GTP_simple_molecule	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_HSPA5_Spike_interaction_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_HSPA5_endoplasmic_reticulum	32371892	113	7	22597914377132098378611372409272401919	True	True	True	True	True	True	False	False	False	74	False
v_HSPA5_rna	32371892	113	3	4	True	True	True	True	True	True	True	True	False	1	True
v_HYOU1	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_HYOU1_rna	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ITPR	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_MAP3K4_phosphorylated	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MAP3K5_phosphorylated	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_MAPK14_phosphorylated	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MAPK8_phosphorylated	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_MCU_MICU1_MICU2_SMDT1_complex	32371892	113	4	1335	True	True	True	True	True	True	False	False	False	7	False
v_MFN1_MFN2_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MFN2_MFN2_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MFN2_endoplasmic_reticulum	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MFN2_rna	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mitochondrial_space_calcium_space_uniporter_space_complex_complex	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PACS2_ADAM17_space_interaction_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_PPP1R15A	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PPP1R15A_rna	32371892	113	3	7	True	True	True	True	True	True	True	False	False	3	False
v_Persistant_space_ER_space_Stress_phenotype_endoplasmic_reticulum	32371892	113	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SIGMAR1_HSPA5_complex	32371892	113	2	1	True	True	True	True	True	True	True	True	False	1	True
v_SIGMAR1_ITPR3_complex	32371892	113	4	259	True	True	True	True	True	True	True	False	False	3	False
v_SIGMAR1_mitochondria_associated_endoplasmic_reticulum_membrane	32371892	113	3	19	True	True	True	True	True	True	True	False	False	3	False
